0.00051;;-2.934006971;0.025146772;-1.440803918;;;;;;;;
0.00102;;-2.638492946;0.023287211;-1.334258901;;;;;;;;
0.00153;;-2.376922391;0.021173406;-1.213146791;;;;;;;;
0.00204;;-2.164691623;0.018942635;-1.085333037;;;;;;;;
0.00255;;-1.933060588;0.017406289;-0.997306882;;;;;;;;
0.00306;;-1.622946259;0.014102837;-0.808033013;;;;;;;;
0.00357;;-1.492130311;0.012708656;-0.728152346;;;;;;;;
0.00408;;-1.218888033;0.011066665;-0.634073218;;;;;;;;
0.00459;;-1.072253652;0.009144316;-0.523930724;;;;;;;;
0.0051;;-0.806130114;0.007973197;-0.456830547;;;;;;;;
0.00561;;-0.486501309;0.005160598;-0.295680477;;;;;;;;
0.00612;;-0.202287178;0.002520332;-0.144404369;;;;;;;;
0.00663;;0.086772875;-2.71E-05;0.001554368;;;;;;;;
0.00714;;0.399695113;-0.002668977;0.152921138;;;;;;;;
0.00765;;0.66043535;-0.003935474;0.225486061;;;;;;;;
0.00816;;1.081963987;-0.008512541;0.487732683;;;;;;;;
0.00867;;1.44543211;-0.011729698;0.672062171;;;;;;;;
0.00918;;1.84850511;-0.014551927;0.833764026;;;;;;;;
0.00969;;2.331875172;-0.018314072;1.049319024;;;;;;;;
0.0102;;2.783819655;-0.023012391;1.318512857;;;;;;;;
0.01071;;3.090123603;-0.025720737;1.473689688;;;;;;;;
0.01122;;3.386231585;-0.028544464;1.635477339;;;;;;;;
0.01173;;3.691001905;-0.031140929;1.784243819;;;;;;;;
0.01224;;3.821688875;-0.031849254;1.824827836;;;;;;;;
0.01275;;3.899304935;-0.03359441;1.924817888;;;;;;;;
0.01326;;3.845155575;-0.033224046;1.903597629;;;;;;;;
0.01377;;3.871052826;-0.032372976;1.854834879;;;;;;;;
0.01428;;3.721274881;-0.031536559;1.806911754;;;;;;;;
0.01479;;3.596033229;-0.030762766;1.762576648;;;;;;;;
0.0153;;3.290525113;-0.027549394;1.578463989;;;;;;;;
0.01581;;3.145699018;-0.026819998;1.536672714;;;;;;;;
0.01632;;2.830565894;-0.023470901;1.344783593;;;;;;;;
0.01683;;2.561900949;-0.02243212;1.285265815;;;;;;;;
0.01734;;2.385533117;-0.020183722;1.156442098;;;;;;;;
0.01785;;2.097001868;-0.018277165;1.047204422;;;;;;;;
0.01836;;1.943445138;-0.016788554;0.961913282;;;;;;;;
0.01887;;1.701973799;-0.015259505;0.874305218;;;;;;;;
0.01938;;1.517609573;-0.012793275;0.733000649;;;;;;;;
0.01989;;1.341525209;-0.011482977;0.657926126;;;;;;;;
0.0204;;1.110739786;-0.01056584;0.605378058;;;;;;;;
0.02091;;0.968055549;-0.009064818;0.519375786;;;;;;;;
0.02142;;0.745856588;-0.007242755;0.414979271;;;;;;;;
0.02193;;0.533477711;-0.004355486;0.24955096;;;;;;;;
0.02244;;0.233138462;-0.001950756;0.111770098;;;;;;;;
0.02295;;-0.013822342;-0.001056139;0.060512284;;;;;;;;
0.02346;;-0.327428661;0.001161418;-0.066544361;;;;;;;;
0.02397;;-0.650926535;0.005116732;-0.293167144;;;;;;;;
0.02448;;-0.936522985;0.007473948;-0.428225678;;;;;;;;
0.02499;;-1.376746344;0.010984015;-0.629337675;;;;;;;;
0.0255;;-1.808561706;0.014801872;-0.848084816;;;;;;;;
0.02601;;-2.168236986;0.016941774;-0.970692125;;;;;;;;
0.02652;;-2.542910262;0.021213777;-1.215459917;;;;;;;;
0.02703;;-2.979180234;0.024496809;-1.403563749;;;;;;;;
0.02754;;-3.288230567;0.02726966;-1.562436411;;;;;;;;
0.02805;;-3.595566842;0.02991515;-1.714011822;;;;;;;;
0.02856;;-3.824106504;0.030741536;-1.761360293;;;;;;;;
0.02907;;-4.015581209;0.033104032;-1.896721329;;;;;;;;
0.02958;;-4.064776956;0.034541848;-1.979102088;;;;;;;;
0.03009;;-4.073670703;0.033609741;-1.925696314;;;;;;;;
0.0306;;-3.899880517;0.032724842;-1.874995324;;;;;;;;
0.03111;;-3.78946564;0.032267963;-1.848818088;;;;;;;;
0.03162;;-3.473676602;0.029509059;-1.690744556;;;;;;;;
0.03213;;-3.192885432;0.027119053;-1.553807302;;;;;;;;
0.03264;;-2.903282544;0.024493177;-1.403355695;;;;;;;;
0.03315;;-2.655793328;0.022370718;-1.281747715;;;;;;;;
0.03366;;-2.443736401;0.02036468;-1.16681023;;;;;;;;
0.03417;;-2.222147999;0.019644091;-1.125523481;;;;;;;;
0.03468;;-1.917755242;0.017051589;-0.976984108;;;;;;;;
0.03519;;-1.712923456;0.014602945;-0.836687134;;;;;;;;
0.0357;;-1.501889018;0.013553421;-0.776553824;;;;;;;;
0.03621;;-1.322663938;0.011367806;-0.651327292;;;;;;;;
0.03672;;-1.09831395;0.010548386;-0.604377976;;;;;;;;
0.03723;;-0.829902262;0.008059871;-0.461796576;;;;;;;;
0.03774;;-0.562225464;0.005511042;-0.315759426;;;;;;;;
0.03825;;-0.365199997;0.003489655;-0.199942501;;;;;;;;
0.03876;;-0.079328049;0.001550547;-0.088839815;;;;;;;;
0.03927;;0.222672389;-0.001432169;0.082057265;;;;;;;;
0.03978;;0.57314354;-0.004176101;0.239272963;;;;;;;;
0.04029;;0.945740645;-0.006355209;0.364126675;;;;;;;;
0.0408;;1.359299111;-0.01090033;0.624542911;;;;;;;;
0.04131;;1.768509478;-0.014102846;0.808033542;;;;;;;;
0.04182;;2.249344311;-0.018630029;1.067422048;;;;;;;;
0.04233;;2.611237683;-0.021434282;1.228093907;;;;;;;;
0.04284;;3.05462514;-0.025490011;1.46047005;;;;;;;;
0.04335;;3.376034604;-0.028230599;1.61749416;;;;;;;;
0.04386;;3.592928355;-0.030602897;1.753416852;;;;;;;;
0.04437;;3.801686406;-0.031667533;1.814416016;;;;;;;;
0.04488;;3.918387531;-0.033592636;1.92471626;;;;;;;;
0.04539;;3.853015557;-0.033379661;1.912513696;;;;;;;;
0.0459;;3.822912857;-0.031857627;1.825307555;;;;;;;;
0.04641;;3.712949713;-0.032092289;1.838752742;;;;;;;;
0.04692;;3.515835318;-0.029053802;1.664660223;;;;;;;;
0.04743;;3.347097082;-0.028454359;1.630314662;;;;;;;;
0.04794;;3.083789355;-0.02572478;1.473921343;;;;;;;;
0.04845;;2.803278032;-0.024161682;1.384362416;;;;;;;;
0.04896;;2.631793362;-0.022659875;1.298315225;;;;;;;;
0.04947;;2.37079139;-0.020039082;1.148154798;;;;;;;;
0.04998;;2.205279305;-0.019537537;1.119418403;;;;;;;;
0.05049;;1.971893564;-0.016946955;0.970989022;;;;;;;;
0.051;;1.784949045;-0.015004368;0.859686937;;;;;;;;
0.05151;;1.539377108;-0.013812079;0.791373819;;;;;;;;
0.05202;;1.361663058;-0.011570594;0.66294621;;;;;;;;
0.05253;;1.224952735;-0.011052351;0.633253075;;;;;;;;
0.05304;;0.957445143;-0.008592703;0.492325593;;;;;;;;
0.05355;;0.805586514;-0.006650396;0.38103964;;;;;;;;
0.05406;;0.522056569;-0.005182705;0.296947105;;;;;;;;
0.05457;;0.348940234;-0.003455896;0.198008239;;;;;;;;
0.05508;;0.078759246;-0.000888029;0.050880293;;;;;;;;
0.05559;;-0.186958747;0.001085696;-0.062205804;;;;;;;;
0.0561;;-0.5055034;0.002869123;-0.164388634;;;;;;;;
0.05661;;-0.91897804;0.007226243;-0.414033215;;;;;;;;
0.05712;;-1.24701374;0.009661854;-0.553583453;;;;;;;;
0.05763;;-1.66651509;0.013521399;-0.774719077;;;;;;;;
0.05814;;-2.081472029;0.01672973;-0.958542942;;;;;;;;
0.05865;;-2.504546993;0.019782943;-1.133479154;;;;;;;;
0.05916;;-2.816731284;0.022851855;-1.30931483;;;;;;;;
0.05967;;-3.250631826;0.025606165;-1.467125183;;;;;;;;
0.06018;;-3.54643378;0.028944963;-1.65842419;;;;;;;;
0.06069;;-3.704983841;0.030129295;-1.72628145;;;;;;;;
0.0612;;-3.913227219;0.032375083;-1.85495562;;;;;;;;
0.06171;;-4.022225886;0.034034101;-1.950010321;;;;;;;;
